83.3632 138.2384 166.0375 90.5950 67.9722 68.4952 69.2319 70.0930 71.3012 70.6405 70.1121 68.6254 67.7126 67.0694 67.3424 68.8745 71.4795 74.4826 70.2471 74.9270 82.1275 86.1140 87.8370 87.9515 87.7295 89.4288 93.4524 97.5936 100.0899 101.8048 102.7167 103.4656 104.7668 107.0321 105.8267 103.4730 101.0153 98.3873 94.9313 90.7675 85.1284 79.0253 77.6192 77.2572 75.5254 74.1063 73.2713
81.7311 76.8563 83.5431 79.5785 70.7321 70.5782 71.4015 71.2542 74.2930 73.1275 72.2688 68.0796 65.5527 64.9425 67.6078 71.5488 73.9684 78.7224 76.2154 82.8064 88.2416 90.4134 90.8937 91.0708 91.6109 95.5774 100.0581 102.4503 103.2008 104.8402 105.9022 105.2826 108.5046 113.0987 110.7941 106.3237 102.7118 98.8189 95.3846 91.4009 87.0701 84.6286 81.0976 79.4550 78.1917 76.0118 74.0374
76.6294 75.7063 87.0898 76.2139 70.5789 71.3517 70.8093 71.0052 72.6661 72.5605 71.1592 67.9390 65.2041 64.5124 68.7875 74.7425 77.4483 85.1982 82.6278 87.3641 90.8138 92.6056 94.3267 96.0081 98.8332 102.4858 104.6581 106.6513 107.4239 109.4413 109.7566 110.2680 114.0419 118.5075 114.3733 107.4369 100.3873 96.6749 92.3471 87.3705 84.5727 84.2497 80.9316 81.8160 80.8407 78.3142 75.6357
77.6571 77.8762 89.4011 80.6927 70.4179 71.0423 71.1294 70.8388 71.1434 70.0967 68.2812 66.9326 67.1897 68.6653 72.4079 79.1684 81.2983 88.5856 85.7269 90.3845 93.5987 96.2150 99.0364 103.3637 105.3020 107.2381 108.7779 109.9173 110.9590 112.6109 112.4615 112.6082 116.6841 119.4745 115.1027 103.5727 95.6203 90.4230 84.3321 82.8548 80.2878 80.9487 82.4607 82.8478 82.8944 81.5002 78.4918
85.3671 81.3179 92.5173 80.8126 74.8845 70.6696 79.2366 70.6218 71.2116 74.8489 74.5918 68.3115 69.4184 73.0487 75.6721 79.6416 85.1598 90.0481 90.7257 93.6260 96.3215 98.5595 104.5615 109.1623 109.2026 110.9370 112.2514 112.2153 112.8161 113.5551 112.5457 111.6257 115.0897 117.0110 113.0652 97.1763 89.3265 84.2931 80.9433 79.2819 79.0285 80.5548 84.2948 86.0343 86.0131 84.5613 81.0172
79.2144 80.7119 88.7106 80.9346 81.5658 73.2005 76.3226 71.6184 66.2023 72.8627 93.1194 87.1800 87.7860 82.6889 81.1913 86.1104 90.5181 92.4486 93.9420 94.9064 97.6115 101.9784 107.1329 109.9058 110.5158 111.2621 112.8763 113.4190 113.4144 113.6771 111.5956 111.7763 114.3843 117.4849 110.5430 93.3837 88.7290 83.6106 81.5451 80.7171 81.0589 82.5004 84.3616 88.2296 89.3053 86.0364 81.6556
78.6898 80.7982 81.3988 77.4673 78.0052 73.4229 75.7926 75.7589 70.1378 79.2422 92.5988 98.9003 97.4439 78.6690 89.0788 91.5591 93.6938 95.9400 98.4169 97.6576 99.8959 105.0295 110.8896 112.2393 112.7876 112.5417 113.0833 113.8745 113.5799 112.7796 111.7870 115.2613 117.0942 103.2227 106.0073 95.1204 92.4430 87.9844 85.7091 85.1598 86.1703 86.1566 83.9479 85.5944 87.7035 84.9580 80.5777
78.8436 80.6852 79.5093 74.4455 74.0009 71.6185 69.4721 69.5625 70.0844 80.4016 94.8124 127.3958 164.5526 88.7450 92.8196 94.5370 101.3570 107.2662 107.6049 103.9880 106.1210 110.7816 112.8175 113.2721 114.4681 113.7311 113.7453 114.1377 113.3531 113.0788 115.2702 132.7245 134.6895 108.3945 93.2873 95.5376 93.5862 91.9148 91.6181 92.6240 91.3886 87.3652 83.2013 81.3151 83.2881 83.0091 79.7963
77.0189 79.4812 80.5820 74.6055 75.1972 72.8291 73.0889 73.7433 85.3142 90.1706 120.7156 143.8112 137.2423 121.3966 98.1321 98.6361 95.8665 93.1471 93.7368 92.6384 99.2404 114.1216 116.0136 115.8211 115.1756 114.1312 114.2437 113.9593 113.3241 117.4762 127.4310 141.4528 136.1408 116.0710 90.4315 95.1869 96.2822 95.6551 95.9031 95.0627 91.9431 86.6207 83.1976 80.1470 77.8489 78.6376 78.3551
72.7914 77.2863 80.2277 78.0839 79.2367 74.5081 73.5959 77.3794 92.0269 102.0853 123.2143 152.7951 109.1380 115.5233 110.1409 103.9156 96.1150 93.6873 94.3718 93.8728 99.7310 119.2840 120.4446 118.2392 116.7897 116.2699 114.2996 113.4409 113.6025 119.3829 119.8963 130.6859 134.6058 126.0697 106.7105 89.1395 99.8596 98.5349 96.7666 94.2929 90.2415 85.1535 82.3255 79.9778 76.5234 75.1345 76.1537
