南京市,118.796470,32.058380
无锡市,120.312370,31.490990
徐州市,117.285770,34.204400
常州市,119.973650,31.810720
苏州市,120.583190,31.298340
南通市,120.893710,31.979580
连云港市,119.222950,34.596690
淮安市,119.015950,33.610160
盐城市,120.161640,33.349510
扬州市,119.412690,32.393580
镇江市,119.425000,32.189590
泰州市,119.925540,32.455460
宿迁市,118.275490,33.961930
